Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage,Source_File
000:02:08.908000,6.14.csv,Audio File 6.mp3,-0.463929619,0.465102639,Yellow,Audio File 6,143.5546875,16.57626749,124.4140625,0.25,0.044411559,48.66260593,128.908,28.7109375,28.7109375,82.47899311,25.0,25.0,25.0,0.301541563,0.301541563,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.8289740470367217,0.7218208092251819,6.csv
000:02:09.681000,6.12.csv,Audio File 6.mp3,-0.85041744,0.539424861,Yellow,Audio File 6,112.3471467,17.34196048,123.5818614,-0.217391304,0.091187465,-40.37198029,129.681,-31.20754076,31.20754076,-115.1805773,-21.73913043,21.73913043,21.73913043,0.074322222,0.074322222,Large Change (>15%),Decrease in Tempo → Increase in Arousal,0.2262024401636828,0.1720281477939302,6.csv
000:02:10.300000,6.1.csv,Audio File 6.mp3,-0.805984105,0.309303413,Yellow,Audio File 6,112.3471467,18.01768206,122.7496603,0.0,0.140115454,0.0,130.3,0.0,0.0,65.22129287,0.0,0.0,0.0,-0.230121448,0.230121448,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:10.746000,6.3.csv,Audio File 6.mp3,-0.92280833,0.260613187,Yellow,Audio File 6,147.65625,20.38572027,124.1168478,0.314285714,0.150452627,79.16839296,130.746,35.30910326,35.30910326,177.5076075,31.42857143,31.42857143,31.42857143,-0.048690226,0.048690226,Large Change (>15%),Increase in Tempo → Decrease in Arousal,0.8953506823095994,0.797440132117677,6.csv
000:02:10.867000,6.11.csv,Audio File 6.mp3,-0.385665132,0.866714958,Yellow,Audio File 6,147.65625,20.38572027,135.8865489,0.0,0.153683438,0.0,130.867,0.0,0.0,-654.2842394,0.0,0.0,0.0,0.606101772,0.606101772,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:10.966000,6.15.csv,Audio File 6.mp3,-0.619441189,0.329315981,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.104755449,0.0,130.966,0.0,0.0,0.0,0.0,0.0,0.0,-0.537398977,0.537398977,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.032000,6.1.csv,Audio File 6.mp3,-0.8457223,0.416830295,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.050006716,0.0,131.032,0.0,0.0,0.0,0.0,0.0,0.0,0.087514314,0.087514314,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.130000,6.4.csv,Audio File 6.mp3,-0.970967742,0.214645161,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,131.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.202185133,0.202185133,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.365000,6.3.csv,Audio File 6.mp3,-0.92280833,0.43163558,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,131.365,0.0,0.0,0.0,0.0,0.0,0.0,0.216990418,0.216990418,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.435000,6.12.csv,Audio File 6.mp3,-0.827226345,0.618274583,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,131.435,0.0,0.0,0.0,0.0,0.0,0.0,0.186639003,0.186639003,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.540000,6.14.csv,Audio File 6.mp3,-0.539002933,0.500293255,Yellow,Audio File 6,139.6748311,4.608074361,144.995777,-0.054054054,0.010593583,-76.01351351,131.54,-7.981418919,7.981418919,-723.9382239,-5.405405405,5.405405405,5.405405405,-0.117981327,0.117981327,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.4598540146041943,0.364161849682765,6.csv
000:02:11.634000,6.4.csv,Audio File 6.mp3,-0.977419355,0.266258065,Yellow,Audio File 6,139.6748311,4.608074361,142.3353041,0.0,0.021385177,0.0,131.634,0.0,0.0,808.6543991,0.0,0.0,0.0,-0.234035191,0.234035191,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.648000,6.15.csv,Audio File 6.mp3,-0.619441189,0.595768827,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.021385177,0.0,131.648,0.0,0.0,0.0,0.0,0.0,0.0,0.329510763,0.329510763,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.771000,6.1.csv,Audio File 6.mp3,-0.855072464,0.550070126,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.010791594,0.0,131.771,0.0,0.0,0.0,0.0,0.0,0.0,-0.045698701,0.045698701,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.803000,6.6.csv,Audio File 6.mp3,-0.784842589,0.278285916,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,131.803,0.0,0.0,0.0,0.0,0.0,0.0,-0.27178421,0.27178421,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.857000,6.5.csv,Audio File 6.mp3,-0.787096774,0.830774194,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,131.857,0.0,0.0,0.0,0.0,0.0,0.0,0.552488277,0.552488277,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.967000,6.12.csv,Audio File 6.mp3,-0.862012987,0.731910946,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,131.967,0.0,0.0,0.0,0.0,0.0,0.0,-0.098863247,0.098863247,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:11.979000,6.3.csv,Audio File 6.mp3,-0.931715747,0.588406107,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,131.979,0.0,0.0,0.0,0.0,0.0,0.0,-0.143504839,0.143504839,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.035000,6.20.csv,Audio File 6.mp3,-0.479724357,0.919427511,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,132.035,0.0,0.0,0.0,0.0,0.0,0.0,0.331021404,0.331021404,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.183000,6.2.csv,Audio File 6.mp3,-0.74861712,0.515471822,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,132.183,0.0,0.0,0.0,0.0,0.0,0.0,-0.403955689,0.403955689,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.203000,6.14.csv,Audio File 6.mp3,-0.567155425,0.624633431,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,132.203,0.0,0.0,0.0,0.0,0.0,0.0,0.109161609,0.109161609,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.205000,6.6.csv,Audio File 6.mp3,-0.691356309,0.520844914,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,132.205,0.0,0.0,0.0,0.0,0.0,0.0,-0.103788517,0.103788517,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.392000,6.4.csv,Audio File 6.mp3,-0.961290323,0.346903226,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.0,0.0,132.392,0.0,0.0,0.0,0.0,0.0,0.0,-0.173941688,0.173941688,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.512000,6.3.csv,Audio File 6.mp3,-0.93349723,0.76477295,Yellow,Audio File 6,143.5546875,2.240036148,140.9681166,0.027777778,0.005296791,32.33213682,132.512,3.879856419,3.879856419,269.4344735,2.777777778,2.777777778,2.777777778,0.417869724,0.417869724,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.5791768045459862,0.4604206807686182,6.csv
000:02:12.519000,6.13.csv,Audio File 6.mp3,-0.33005297,0.332956898,Yellow,Audio File 6,143.5546875,2.240036148,142.261402,0.0,0.01054543,0.0,132.519,0.0,0.0,-4618.876689,0.0,0.0,0.0,-0.431816052,0.431816052,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.547000,6.15.csv,Audio File 6.mp3,-0.658915685,0.731462407,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.01054543,0.0,132.547,0.0,0.0,0.0,0.0,0.0,0.0,0.398505509,0.398505509,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.645000,6.12.csv,Audio File 6.mp3,-0.882884972,0.840909091,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.005248639,0.0,132.645,0.0,0.0,0.0,0.0,0.0,0.0,0.109446684,0.109446684,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.765000,6.1.csv,Audio File 6.mp3,-0.862085086,0.723048153,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,132.765,0.0,0.0,0.0,0.0,0.0,0.0,-0.117860938,0.117860938,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.931000,6.9.csv,Audio File 6.mp3,-0.366300366,0.858437858,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,132.931,0.0,0.0,0.0,0.0,0.0,0.0,0.135389705,0.135389705,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.954000,6.4.csv,Audio File 6.mp3,-0.970967742,0.463032258,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,132.954,0.0,0.0,0.0,0.0,0.0,0.0,-0.3954056,0.3954056,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:12.984000,6.2.csv,Audio File 6.mp3,-0.781477627,0.629388247,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,132.984,0.0,0.0,0.0,0.0,0.0,0.0,0.166355989,0.166355989,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.120000,6.14.csv,Audio File 6.mp3,-0.614076246,0.737243402,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.12,0.0,0.0,0.0,0.0,0.0,0.0,0.107855155,0.107855155,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.136000,6.6.csv,Audio File 6.mp3,-0.741889434,0.740664005,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.136,0.0,0.0,0.0,0.0,0.0,0.0,0.003420603,0.003420603,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.200000,6.12.csv,Audio File 6.mp3,-0.889842301,0.864100186,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.12343618,0.12343618,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.311000,6.3.csv,Audio File 6.mp3,-0.958437995,0.885913812,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.311,0.0,0.0,0.0,0.0,0.0,0.0,0.021813626,0.021813626,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.450000,6.15.csv,Audio File 6.mp3,-0.730463209,0.84001727,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.045896542,0.045896542,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.456000,6.4.csv,Audio File 6.mp3,-0.967741935,0.521096774,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.456,0.0,0.0,0.0,0.0,0.0,0.0,-0.318920496,0.318920496,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.467000,6.1.csv,Audio File 6.mp3,-0.878447873,0.844600281,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.467,0.0,0.0,0.0,0.0,0.0,0.0,0.323503506,0.323503506,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:13.763000,6.10.csv,Audio File 6.mp3,-0.165991416,0.749287749,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,133.763,0.0,0.0,0.0,0.0,0.0,0.0,-0.095312531,0.095312531,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:14.066000,6.7.csv,Audio File 6.mp3,-0.764516129,0.850887097,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,134.066,0.0,0.0,0.0,0.0,0.0,0.0,0.101599347,0.101599347,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:14.267000,6.2.csv,Audio File 6.mp3,-0.851580043,0.839695493,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,134.267,0.0,0.0,0.0,0.0,0.0,0.0,-0.011191604,0.011191604,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:14.589000,6.14.csv,Audio File 6.mp3,-0.639882698,0.849853372,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,134.589,0.0,0.0,0.0,0.0,0.0,0.0,0.01015788,0.01015788,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:14.650000,6.19.csv,Audio File 6.mp3,-0.732433108,0.931032758,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,134.65,0.0,0.0,0.0,0.0,0.0,0.0,0.081179386,0.081179386,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:14.736000,6.15.csv,Audio File 6.mp3,-0.779806328,0.857287362,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,134.736,0.0,0.0,0.0,0.0,0.0,0.0,-0.073745396,0.073745396,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:15.595000,6.3.csv,Audio File 6.mp3,-0.965563929,0.935795343,Yellow,Audio File 6,129.1992188,8.288133747,138.7695313,-0.1,0.01990863,-16.71183789,135.595,-14.35546875,14.35546875,-19.45499173,-10.0,10.0,10.0,0.078507981,0.078507981,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.3957319545904376,0.3101156069019771,6.csv
000:02:16.250000,6.15.csv,Audio File 6.mp3,-0.831616604,0.906630482,Yellow,Audio File 6,129.1992188,8.288133747,133.984375,0.0,0.040528282,0.0,136.25,0.0,0.0,25.51425633,0.0,0.0,0.0,-0.029164861,0.029164861,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:19.607000,6.8.csv,Audio File 6.mp3,-0.47942974,0.520783715,Yellow,Audio File 6,143.5546875,8.288133747,133.984375,0.111111111,0.061147935,4.276279044,139.607,14.35546875,14.35546875,1.273839453,11.11111111,11.11111111,11.11111111,-0.385846767,0.385846767,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.6845600162212937,0.5584457289251259,6.csv
000:02:21.199000,6.4.csv,Audio File 6.mp3,-0.970967742,0.569483871,Yellow,Audio File 6,139.6748311,7.42598167,137.4762458,-0.027027027,0.059244795,-2.437095741,141.199,-3.879856419,3.879856419,-4.21694396,-2.702702703,2.702702703,2.702702703,0.048700156,0.048700156,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.5011151662657451,0.3959537571898045,6.csv
000:02:21.466000,6.13.csv,Audio File 6.mp3,-0.308542389,0.496975075,Yellow,Audio File 6,139.6748311,2.240036148,140.9681166,0.0,0.043921934,0.0,141.466,0.0,0.0,9.127699403,0.0,0.0,0.0,-0.072508796,0.072508796,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:22.044000,6.4.csv,Audio File 6.mp3,-0.964516129,0.653354839,Yellow,Audio File 6,147.65625,4.608074361,142.3353041,0.057142857,0.034093876,13.80868325,142.044,7.981418919,7.981418919,23.89045545,5.714285714,5.714285714,5.714285714,0.156379764,0.156379764,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6204379562075371,0.494962840594749,6.csv
000:02:24.147000,6.13.csv,Audio File 6.mp3,-0.33005297,0.59646151,Yellow,Audio File 6,143.5546875,3.991222635,143.6285895,-0.027777778,0.025351218,-1.950338802,144.147,-4.1015625,4.1015625,-7.493591085,-2.777777778,2.777777778,2.777777778,-0.056893329,0.056893329,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4988848337443148,0.3950706486485958,6.csv
000:02:26.590000,6.14.csv,Audio File 6.mp3,-0.693841642,0.856891496,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.025501127,0.0,146.59,0.0,0.0,0.798337618,0.0,0.0,0.0,0.260429986,0.260429986,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:28.151000,6.18.csv,Audio File 6.mp3,-0.681335991,0.823068021,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.014709533,0.0,148.151,0.0,0.0,0.0,0.0,0.0,0.0,-0.033823475,0.033823475,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:31.864000,6.4.csv,Audio File 6.mp3,-0.970967742,0.730774194,Yellow,Audio File 6,147.65625,2.368038213,144.921875,0.028571429,0.010893401,1.104649205,151.864,4.1015625,4.1015625,0.297508539,2.857142857,2.857142857,2.857142857,-0.092293828,0.092293828,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5814071370674165,0.461354252651678,6.csv
000:02:33.795000,6.3.csv,Audio File 6.mp3,-0.983378761,0.987458358,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,-0.027777778,0.010893401,-2.124061367,153.795,-4.1015625,4.1015625,-1.67204069,-2.777777778,2.777777778,2.777777778,0.256684164,0.256684164,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958,6.csv
000:02:33.822000,6.8.csv,Audio File 6.mp3,-0.39854177,0.729744304,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.016340102,0.0,153.822,0.0,0.0,78.66893952,0.0,0.0,0.0,-0.257714054,0.257714054,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:35.793000,6.4.csv,Audio File 6.mp3,-0.948387097,0.750129032,Yellow,Audio File 6,147.65625,2.368038213,144.921875,0.028571429,0.016340102,2.080955099,155.793,4.1015625,4.1015625,1.055786453,2.857142857,2.857142857,2.857142857,0.020384728,0.020384728,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.5814071370674165,0.461354252651678,6.csv
000:02:36.888000,6.4.csv,Audio File 6.mp3,-0.974193548,0.798516129,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,-0.027777778,0.016340102,-3.745719178,156.888,-4.1015625,4.1015625,-5.321163723,-2.777777778,2.777777778,2.777777778,0.048387097,0.048387097,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958,6.csv
000:02:38.413000,6.10.csv,Audio File 6.mp3,-0.191891442,0.545787546,Yellow,Audio File 6,139.6748311,3.991222635,143.6285895,-0.027027027,0.020156234,-2.544168144,158.413,-3.879856419,3.879856419,0.787902318,-2.702702703,2.702702703,2.702702703,-0.252728583,0.252728583,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.5011151662657451,0.3959537571898045,6.csv
000:02:38.793000,6.4.csv,Audio File 6.mp3,-0.970967742,0.846903226,Yellow,Audio File 6,147.65625,3.991222635,143.6285895,0.057142857,0.023972365,21.003734,158.793,7.981418919,7.981418919,61.96816353,5.714285714,5.714285714,5.714285714,0.30111568,0.30111568,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6204379562075371,0.494962840594749,6.csv
000:02:39.675000,6.15.csv,Audio File 6.mp3,-0.83408376,0.682119287,Yellow,Audio File 6,132.5120192,7.575801906,139.9477001,-0.102564103,0.036570029,-17.17032967,159.675,-15.14423077,15.14423077,-43.28125132,-10.25641026,10.25641026,10.25641026,-0.164783939,0.164783939,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3877971177247087,0.3070994515313758,6.csv
000:02:40.399000,6.15.csv,Audio File 6.mp3,-0.885894036,0.541491396,Yellow,Audio File 6,132.5120192,8.743525711,137.5600962,0.0,0.048494363,0.0,160.399,0.0,0.0,23.71592496,0.0,0.0,0.0,-0.140627891,0.140627891,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:02:40.763000,6.15.csv,Audio File 6.mp3,-0.885894036,0.312045889,Yellow,Audio File 6,135.9991776,2.013311841,133.6744054,0.026315789,0.044251967,9.580105497,160.763,3.487158401,3.487158401,26.31897114,2.631578947,2.631578947,2.631578947,-0.229445507,0.229445507,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5752263167799486,0.4587009430744391,6.csv
000:02:41.264000,6.15.csv,Audio File 6.mp3,-0.915499907,0.159082218,Yellow,Audio File 6,135.9991776,2.013311841,134.8367915,0.0,0.03118476,0.0,161.264,0.0,0.0,-19.12196706,0.0,0.0,0.0,-0.152963671,0.152963671,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:01.266000,7.9.csv,Audio File 7.mp3,0.280018424,-0.672313845,Blue,Audio File 7,137.195122,0.0,0.0,0.0,0.0,0.0,1.266,1.19594432,1.19594432,,0.0,0.0,0.0,0.007990812,0.007990812,Small Change (0-5%),No Change,0.4868810838016144,0.3670972128081389,7.csv
000:00:01.308000,7.2.csv,Audio File 7.mp3,0.180239882,-0.713511145,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.308,0.0,0.0,0.0,0.0,0.0,0.0,-0.0411973,0.0411973,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.447000,7.6.csv,Audio File 7.mp3,0.291512962,-0.691950073,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.021561072,0.021561072,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.466000,7.14.csv,Audio File 7.mp3,0.240288346,-0.707878025,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.466,0.0,0.0,0.0,0.0,0.0,0.0,-0.015927952,0.015927952,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.516000,7.7.csv,Audio File 7.mp3,0.40413668,-0.718934127,Blue,Audio File 7,125.0,7.040856941,133.1300813,-0.088888889,0.017629016,-243.902439,1.516,-12.19512195,12.19512195,-4878.04878,-8.888888889,8.888888889,8.888888889,-0.011056102,0.011056102,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3907911887255437,0.2782687514420921,7.csv
000:00:01.656000,7.8.csv,Audio File 7.mp3,0.24516129,-0.829758065,Blue,Audio File 7,125.0,7.040856941,129.0650407,0.0,0.035813276,0.0,1.656,0.0,0.0,1742.160279,0.0,0.0,0.0,-0.110823937,0.110823937,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.713000,7.5.csv,Audio File 7.mp3,0.267741935,-0.714387097,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.035813276,0.0,1.713,0.0,0.0,0.0,0.0,0.0,0.0,0.115370968,0.115370968,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.791000,7.17.csv,Audio File 7.mp3,0.501951921,-0.674974317,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.01818426,0.0,1.791,0.0,0.0,0.0,0.0,0.0,0.0,0.03941278,0.03941278,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.805000,7.3.csv,Audio File 7.mp3,0.236004709,-0.693290365,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,1.805,0.0,0.0,0.0,0.0,0.0,0.0,-0.018316048,0.018316048,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:01.838000,7.16.csv,Audio File 7.mp3,0.324675325,-0.714285714,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,1.838,0.0,0.0,0.0,0.0,0.0,0.0,-0.020995349,0.020995349,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:02.037000,7.18.csv,Audio File 7.mp3,0.259403372,-0.803965166,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.089679452,0.089679452,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:02.067000,7.13.csv,Audio File 7.mp3,0.180295074,-0.845536384,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.067,0.0,0.0,0.0,0.0,0.0,0.0,-0.041571218,0.041571218,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:02.082000,7.12.csv,Audio File 7.mp3,0.300879765,-0.819636364,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.082,0.0,0.0,0.0,0.0,0.0,0.0,0.02590002,0.02590002,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:02.374000,7.4.csv,Audio File 7.mp3,0.216129032,-0.549870968,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.374,0.0,0.0,0.0,0.0,0.0,0.0,0.269765396,0.269765396,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:02.885000,7.11.csv,Audio File 7.mp3,0.274961598,-0.644481018,Blue,Audio File 7,122.2826087,1.568886601,124.0942029,-0.02173913,0.004214236,-5.317791202,2.885,-2.717391304,2.717391304,-10.4066364,-2.173913043,2.173913043,2.173913043,-0.09461005,0.09461005,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4588002721675152,0.3453728608486675,7.csv
000:00:03.071000,7.1.csv,Audio File 7.mp3,0.265060241,-0.782355227,Blue,Audio File 7,122.2826087,1.568886601,123.1884058,0.0,0.008459458,0.0,3.071,0.0,0.0,28.59027528,0.0,0.0,0.0,-0.137874209,0.137874209,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389,7.csv
000:00:03.974000,7.10.csv,Audio File 7.mp3,0.300551043,-0.716562322,Blue,Audio File 7,140.625,10.58998456,128.3967391,0.15,0.035952328,20.3127257,3.974,18.3423913,18.3423913,22.49471284,15.0,15.0,15.0,0.065792905,0.065792905,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6099183579077644,0.5169952413614691,7.csv
