Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category
000:02:43.661000,14.13.csv,Audio File 14.mp3,-0.248529772,0.157559422,Yellow,Audio File 14,178.205819,35.07517417,137.7044965,0.517241379,0.084904451,165.5367404,163.661,60.75198374,60.75198374,451.0537886,51.72413793,51.72413793,51.72413793,-0.245037981,0.245037981,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:43.806000,14.6.csv,Audio File 14.mp3,0.68621335,0.245505586,Green,Audio File 14,178.205819,35.07517417,157.9551577,0,0.158923717,0,163.806,0,0,-1141.632693,0,0,0,0.087946164,0.087946164,Small Change (0-5%),No Change
000:02:44.197000,14.3.csv,Audio File 14.mp3,-0.34382627,0.025457396,Yellow,Audio File 14,178.205819,0,178.205819,0,0.158923717,0,164.197,0,0,0,0,0,0,-0.22004819,0.22004819,Small Change (0-5%),No Change
000:02:44.216000,14.7.csv,Audio File 14.mp3,-0.104577029,0.475592349,Yellow,Audio File 14,178.205819,0,178.205819,0,0.074019265,0,164.216,0,0,0,0,0,0,0.450134954,0.450134954,Small Change (0-5%),No Change
000:02:44.352000,14.6.csv,Audio File 14.mp3,0.688103745,0.150985841,Green,Audio File 14,178.205819,0,178.205819,0,0,0,164.352,0,0,0,0,0,0,-0.324606508,0.324606508,Small Change (0-5%),No Change
000:02:45.052000,14.7.csv,Audio File 14.mp3,-0.104577029,0.311923114,Yellow,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.074019265,-86.7885482,165.052,-60.75198374,60.75198374,-123.9836403,-34.09090909,34.09090909,34.09090909,0.160937273,0.160937273,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:45.551000,14.6.csv,Audio File 14.mp3,0.718350063,0.033781357,Green,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.158923717,0,165.551,0,0,173.9249463,0,0,0,-0.278141757,0.278141757,Small Change (0-5%),No Change
000:02:46.279000,14.2.csv,Audio File 14.mp3,-0.092532468,0.334415584,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.158923717,0,166.279,0,0,0,0,0,0,0.300634227,0.300634227,Small Change (0-5%),No Change
000:02:46.598000,14.3.csv,Audio File 14.mp3,-0.146081628,0.002298113,Yellow,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.16262468,171.8237924,166.598,54.81178977,54.81178977,538.632578,46.66666667,46.66666667,46.66666667,-0.332117471,0.332117471,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:47.234000,14.9.csv,Audio File 14.mp3,0.102736549,-0.501855288,Blue,Audio File 14,172.265625,31.64560158,153.9950284,0,0.146219413,0,167.234,0,0,-270.1631956,0,0,0,-0.504153401,0.504153401,Small Change (0-5%),No Change
000:02:47.449000,14.7.csv,Audio File 14.mp3,-0.176895994,0.074031782,Yellow,Audio File 14,172.265625,0,172.265625,0,0.146219413,0,167.449,0,0,0,0,0,0,0.57588707,0.57588707,Small Change (0-5%),No Change
000:02:47.694000,14.2.csv,Audio File 14.mp3,-0.048701299,0.288961039,Yellow,Audio File 14,117.4538352,31.64560158,153.9950284,-0.318181818,0.136998369,-223.7215909,167.694,-54.81178977,54.81178977,-913.1493506,-31.81818182,31.81818182,31.81818182,0.214929257,0.214929257,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:47.802000,14.6.csv,Audio File 14.mp3,0.731582828,-0.077751942,Blue,Audio File 14,117.4538352,31.64560158,135.7244318,0,0.146219413,0,167.802,0,0,2071.496212,0,0,0,-0.366712981,0.366712981,Small Change (0-5%),No Change
000:02:47.942000,14.15.csv,Audio File 14.mp3,0.26261713,0.785632089,Green,Audio File 14,117.4538352,0,117.4538352,0,0.146219413,0,167.942,0,0,0,0,0,0,0.863384032,0.863384032,Small Change (0-5%),No Change
000:02:48.332000,14.3.csv,Audio File 14.mp3,-0.064133397,-0.0814316,Red,Audio File 14,117.4538352,0,117.4538352,0,0.077720229,0,168.332,0,0,0,0,0,0,-0.867063689,0.867063689,Small Change (0-5%),No Change
000:02:48.363000,14.2.csv,Audio File 14.mp3,-0.011363636,0.23538961,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,168.363,0,0,0,0,0,0,0.31682121,0.31682121,Small Change (0-5%),No Change
000:02:48.402000,14.6.csv,Audio File 14.mp3,0.737254012,-0.210079586,Blue,Audio File 14,117.4538352,0,117.4538352,0,0,0,168.402,0,0,0,0,0,0,-0.445469196,0.445469196,Small Change (0-5%),No Change
000:02:48.435000,14.9.csv,Audio File 14.mp3,0.116651206,-0.592300557,Blue,Audio File 14,117.4538352,0,117.4538352,0,0,0,168.435,0,0,0,0,0,0,-0.382220971,0.382220971,Small Change (0-5%),No Change
000:02:48.454000,14.19.csv,Audio File 14.mp3,-0.151161511,0.323175162,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,168.454,0,0,0,0,0,0,0.915475719,0.915475719,Small Change (0-5%),No Change
000:02:48.688000,14.4.csv,Audio File 14.mp3,-0.938709677,0.227548387,Yellow,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.077720229,234.2384178,168.688,54.81178977,54.81178977,1001.01888,46.66666667,46.66666667,46.66666667,-0.095626775,0.095626775,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:48.725000,14.2.csv,Audio File 14.mp3,-0.011363636,0.146103896,Yellow,Audio File 14,172.265625,31.64560158,153.9950284,0,0.146219413,0,168.725,0,0,-6330.76805,0,0,0,-0.081444491,0.081444491,Small Change (0-5%),No Change
000:02:49.111000,14.2.csv,Audio File 14.mp3,-0.00974026,0.118506494,Yellow,Audio File 14,172.265625,0,172.265625,0,0.146219413,0,169.111,0,0,0,0,0,0,-0.027597403,0.027597403,Small Change (0-5%),No Change
000:02:49.133000,14.11.csv,Audio File 14.mp3,-0.157520223,-0.053252775,Red,Audio File 14,172.265625,0,172.265625,0,0.068499184,0,169.133,0,0,0,0,0,0,-0.171759269,0.171759269,Small Change (0-5%),No Change
000:02:49.427000,14.2.csv,Audio File 14.mp3,-0.00974026,-0.022727273,Red,Audio File 14,172.265625,0,172.265625,0,0,0,169.427,0,0,0,0,0,0,0.030525502,0.030525502,Small Change (0-5%),No Change
000:02:50.084000,14.11.csv,Audio File 14.mp3,-0.157520223,-0.113470764,Red,Audio File 14,172.265625,0,172.265625,0,0,0,170.084,0,0,0,0,0,0,-0.090743491,0.090743491,Small Change (0-5%),No Change
000:02:50.247000,14.4.csv,Audio File 14.mp3,-0.958064516,0.185612903,Yellow,Audio File 14,172.265625,0,172.265625,0,0,0,170.247,0,0,0,0,0,0,0.299083667,0.299083667,Small Change (0-5%),No Change
000:02:52.271000,14.8.csv,Audio File 14.mp3,0.230053811,-0.012883531,Blue,Audio File 14,172.265625,0,172.265625,0,0,0,172.271,0,0,0,0,0,0,-0.198496434,0.198496434,Small Change (0-5%),No Change
000:02:52.719000,14.8.csv,Audio File 14.mp3,0.255924355,-0.297459513,Blue,Audio File 14,172.265625,0,172.265625,0,0,0,172.719,0,0,0,0,0,0,-0.284575982,0.284575982,Small Change (0-5%),No Change
