Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category
000:00:06.986000,14.11.csv,Audio File 14.mp3,-0.090326984,-0.205805014,Red,Audio File 14,120.1853198,0,120.1853198,0,0.004407254,0,6.986,0,0,0,0,0,0,-0.426660517,0.426660517,Small Change (0-5%),No Change
000:00:07.090000,14.6.csv,Audio File 14.mp3,0.544433732,-0.338626439,Blue,Audio File 14,120.1853198,0,120.1853198,0,0,0,7.09,0,0,0,0,0,0,-0.132821425,0.132821425,Small Change (0-5%),No Change
000:00:07.107000,14.17.csv,Audio File 14.mp3,0.158337123,0.206697323,Green,Audio File 14,120.1853198,0,120.1853198,0,0,0,7.107,0,0,0,0,0,0,0.545323762,0.545323762,Small Change (0-5%),No Change
000:00:07.184000,14.9.csv,Audio File 14.mp3,0.10041744,-0.035714286,Blue,Audio File 14,120.1853198,0,120.1853198,0,0,0,7.184,0,0,0,0,0,0,-0.242411609,0.242411609,Small Change (0-5%),No Change
000:00:07.500000,14.5.csv,Audio File 14.mp3,0.293548387,0.17916129,Green,Audio File 14,120.1853198,0,120.1853198,0,0,0,7.5,0,0,0,0,0,0,0.214875576,0.214875576,Small Change (0-5%),No Change
000:00:07.665000,14.3.csv,Audio File 14.mp3,0.292163255,0.141253808,Green,Audio File 14,172.265625,30.06857825,137.5454215,0.433333333,0.072869451,315.6382135,7.665,52.08030523,52.08030523,1912.95887,43.33333333,43.33333333,43.33333333,-0.037907482,0.037907482,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:08.090000,14.17.csv,Audio File 14.mp3,0.141492748,0.327976822,Green,Audio File 14,172.265625,30.06857825,154.9055233,0,0.137572499,0,8.09,0,0,-742.6781495,0,0,0,0.186723014,0.186723014,Small Change (0-5%),No Change
000:00:09.030000,14.16.csv,Audio File 14.mp3,-0.128017249,0.432411946,Yellow,Audio File 14,117.4538352,31.64560158,153.9950284,-0.318181818,0.206071683,-58.31041465,9.03,-54.81178977,54.81178977,-62.03235601,-31.81818182,31.81818182,31.81818182,0.104435124,0.104435124,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:09.162000,14.15.csv,Audio File 14.mp3,0.192493113,0.268791814,Green,Audio File 14,117.4538352,31.64560158,135.7244318,0,0.21092246,0,9.162,0,0,441.7455655,0,0,0,-0.163620132,0.163620132,Small Change (0-5%),No Change
000:00:09.242000,14.4.csv,Audio File 14.mp3,-0.380645161,0.514645161,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.146219413,0,9.242,0,0,0,0,0,0,0.245853347,0.245853347,Small Change (0-5%),No Change
000:00:09.290000,14.15.csv,Audio File 14.mp3,0.192493113,0.268791814,Green,Audio File 14,117.4538352,0,117.4538352,0,0.077720229,0,9.29,0,0,0,0,0,0,-0.245853347,0.245853347,Small Change (0-5%),No Change
000:00:10,14.2.csv,Audio File 14.mp3,-0.12012987,0.412337662,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,10,0,0,0,0,0,0,0.143545848,0.143545848,Small Change (0-5%),No Change
000:00:10.210000,14.4.csv,Audio File 14.mp3,-0.338709677,0.592064516,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,10.21,0,0,0,0,0,0,0.179726854,0.179726854,Small Change (0-5%),No Change
000:00:10.259000,14.20.csv,Audio File 14.mp3,0.28041396,0.507981944,Green,Audio File 14,117.4538352,0,117.4538352,0,0,0,10.259,0,0,0,0,0,0,-0.084082572,0.084082572,Small Change (0-5%),No Change
000:00:11.270000,14.16.csv,Audio File 14.mp3,0.00673775,0.429043071,Green,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.077720229,54.21542015,11.27,54.81178977,54.81178977,53.62553922,46.66666667,46.66666667,46.66666667,-0.078938873,0.078938873,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:14.445000,14.4.csv,Audio File 14.mp3,-0.119354839,0.682387097,Yellow,Audio File 14,120.1853198,30.88729917,136.6349267,-0.302325581,0.153072605,-16.40324574,14.445,-52.08030523,52.08030523,-22.24209949,-30.23255814,30.23255814,30.23255814,0.253344026,0.253344026,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:15.782000,14.3.csv,Audio File 14.mp3,0.290381772,0.303368785,Green,Audio File 14,117.4538352,30.88729917,136.6349267,-0.022727273,0.228424981,-2.042995168,15.782,-2.73148454,2.73148454,10.74065114,-2.272727273,2.272727273,2.272727273,-0.379018312,0.379018312,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:00:18.730000,14.5.csv,Audio File 14.mp3,0.248387097,0.308193548,Green,Audio File 14,89.10290948,17.21119901,108.9140215,-0.24137931,0.203379938,-9.617003305,18.73,-28.35092574,28.35092574,-2.569202217,-24.13793103,24.13793103,24.13793103,0.004824764,0.004824764,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:18.768000,14.3.csv,Audio File 14.mp3,0.313541054,0.406694814,Green,Audio File 14,89.10290948,16.36841461,98.55321806,0,0.183389917,0,18.768,0,0,253.0790344,0,0,0,0.098501266,0.098501266,Small Change (0-5%),No Change
000:00:19.041000,14.4.csv,Audio File 14.mp3,0.05483871,0.669483871,Green,Audio File 14,89.10290948,0,89.10290948,0,0.108037541,0,19.041,0,0,0,0,0,0,0.262789057,0.262789057,Small Change (0-5%),No Change
000:00:19.645000,14.15.csv,Audio File 14.mp3,0.220041322,0.485242031,Green,Audio File 14,120.1853198,17.94543794,99.46371291,0.348837209,0.115503008,51.46094418,19.645,31.08241028,31.08241028,85.20023871,34.88372093,34.88372093,34.88372093,-0.18424184,0.18424184,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:20.155000,14.18.csv,Audio File 14.mp3,0.095130471,0.433059379,Green,Audio File 14,120.1853198,17.94543794,109.8245163,0,0.11460766,0,20.155,0,0,-100.9038121,0,0,0,-0.052182651,0.052182651,Small Change (0-5%),No Change
000:00:20.766000,14.4.csv,Audio File 14.mp3,-0.103225806,0.756580645,Yellow,Audio File 14,166.7086694,26.86026841,135.693103,0.387096774,0.180590547,76.14296168,20.766,46.52334959,46.52334959,124.6202319,38.70967742,38.70967742,38.70967742,0.323521266,0.323521266,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:20.772000,14.1.csv,Audio File 14.mp3,-0.015446044,0.490889986,Yellow,Audio File 14,166.7086694,26.86026841,151.2008862,0,0.179665307,0,20.772,0,0,-12690.49361,0,0,0,-0.265690659,0.265690659,Small Change (0-5%),No Change
000:00:20.914000,14.1.csv,Audio File 14.mp3,-0.015446044,0.490889986,Yellow,Audio File 14,166.7086694,0,166.7086694,0,0.1251983,0,20.914,0,0,0,0,0,0,0,0,Small Change (0-5%),No Change
000:00:22.675000,14.6.csv,Audio File 14.mp3,0.57846084,-0.005916936,Blue,Audio File 14,120.1853198,26.86026841,151.2008862,-0.279069767,0.118430824,-26.41871073,22.675,-46.52334959,46.52334959,-15.00210717,-27.90697674,27.90697674,27.90697674,-0.496806922,0.496806922,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:24.671000,14.4.csv,Audio File 14.mp3,-0.170967742,0.766258065,Yellow,Audio File 14,166.7086694,26.86026841,151.2008862,0.387096774,0.118430824,23.30829138,24.671,46.52334959,46.52334959,24.91332771,38.70967742,38.70967742,38.70967742,0.772175001,0.772175001,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:25.315000,14.15.csv,Audio File 14.mp3,0.25152499,0.567886659,Green,Audio File 14,166.7086694,26.86026841,151.2008862,0,0.177646237,0,25.315,0,0,-36.19299903,0,0,0,-0.198371406,0.198371406,Small Change (0-5%),No Change
000:00:25.319000,14.4.csv,Audio File 14.mp3,-0.274193548,0.775935484,Yellow,Audio File 14,166.7086694,0,166.7086694,0,0.118430824,0,25.319,0,0,0,0,0,0,0.208048825,0.208048825,Small Change (0-5%),No Change
000:00:26.796000,14.4.csv,Audio File 14.mp3,-0.270967742,0.672709677,Yellow,Audio File 14,89.10290948,44.80570635,140.8400827,-0.465517241,0.165259339,-52.54282997,26.796,-77.60575987,77.60575987,-35.57402165,-46.55172414,46.55172414,46.55172414,-0.103225806,0.103225806,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:28.849000,14.2.csv,Audio File 14.mp3,-0.108766234,0.547077922,Yellow,Audio File 14,117.4538352,39.26930022,124.4218047,0.318181818,0.211248692,13.80951084,28.849,28.35092574,28.35092574,32.3196984,31.81818182,31.81818182,31.81818182,-0.125631755,0.125631755,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:28.949000,14.14.csv,Audio File 14.mp3,-0.040048058,0.491656655,Yellow,Audio File 14,117.4538352,16.36841461,108.0035266,0,0.261766841,0,28.949,0,0,-138.0951084,0,0,0,-0.055421267,0.055421267,Small Change (0-5%),No Change
000:00:29.077000,14.4.csv,Audio File 14.mp3,-0.277419355,0.743677419,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.155722914,0,29.077,0,0,0,0,0,0,0.252020765,0.252020765,Small Change (0-5%),No Change
000:00:29.643000,14.10.csv,Audio File 14.mp3,0.156462585,0.180623217,Green,Audio File 14,178.205819,35.07517417,137.7044965,0.517241379,0.1354226,107.3356603,29.643,60.75198374,60.75198374,189.6389758,51.72413793,51.72413793,51.72413793,-0.563054202,0.563054202,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:29.800000,14.3.csv,Audio File 14.mp3,0.365204069,0.504676394,Green,Audio File 14,178.205819,35.07517417,157.9551577,0,0.158923717,0,29.8,0,0,-683.6666262,0,0,0,0.324053177,0.324053177,Small Change (0-5%),No Change
000:00:30.088000,14.4.csv,Audio File 14.mp3,-0.348387097,0.763032258,Yellow,Audio File 14,178.205819,0,178.205819,0,0.158923717,0,30.088,0,0,0,0,0,0,0.258355864,0.258355864,Small Change (0-5%),No Change
000:00:35.337000,14.11.csv,Audio File 14.mp3,-0.100363315,0.097292198,Yellow,Audio File 14,161.4990234,9.645672895,172.6368871,-0.09375,0.092643468,-3.182853025,35.337,-16.70679553,16.70679553,-0.606373219,-9.375,9.375,9.375,-0.66574006,0.66574006,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal
000:00:36.584000,14.17.csv,Audio File 14.mp3,0.175181498,0.452625196,Green,Audio File 14,161.4990234,9.645672895,167.0679553,0,0.037869211,0,36.584,0,0,2.5524082,0,0,0,0.355332998,0.355332998,Small Change (0-5%),No Change
000:00:36.650000,14.3.csv,Audio File 14.mp3,-0.090855646,0.515365293,Yellow,Audio File 14,161.4990234,0,161.4990234,0,0.037869211,0,36.65,0,0,0,0,0,0,0.062740097,0.062740097,Small Change (0-5%),No Change
000:00:36.712000,14.17.csv,Audio File 14.mp3,0.175181498,0.452625196,Green,Audio File 14,161.4990234,0,161.4990234,0,0.019245009,0,36.712,0,0,0,0,0,0,-0.062740097,0.062740097,Small Change (0-5%),No Change
000:00:37.109000,14.19.csv,Audio File 14.mp3,-0.054277221,0.459693934,Yellow,Audio File 14,161.4990234,0,161.4990234,0,0,0,37.109,0,0,0,0,0,0,0.007068738,0.007068738,Small Change (0-5%),No Change
000:00:38.287000,14.6.csv,Audio File 14.mp3,0.606816764,0.16988979,Green,Audio File 14,87.59269068,42.66984111,136.8635792,-0.457627119,0.103923048,-62.73882238,38.287,-73.90633276,73.90633276,-53.25876263,-45.76271186,45.76271186,45.76271186,-0.289804144,0.289804144,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:38.329000,14.19.csv,Audio File 14.mp3,-0.027854233,0.6798855,Yellow,Audio File 14,87.59269068,42.66984111,112.2281349,0,0.230658473,0,38.329,0,0,1493.781485,0,0,0,0.50999571,0.50999571,Small Change (0-5%),No Change
000:00:39.438000,14.20.csv,Audio File 14.mp3,0.253990972,0.65771221,Green,Audio File 14,120.1853198,18.81736318,98.45690037,0.372093023,0.294366089,29.38920567,39.438,32.59262909,32.59262909,26.50063631,37.20930233,37.20930233,37.20930233,-0.022173291,0.022173291,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:39.585000,14.20.csv,Audio File 14.mp3,0.253990972,0.65771221,Green,Audio File 14,178.205819,45.89734345,128.6612765,0.482758621,0.309353057,394.6972735,39.585,58.0204992,58.0204992,2485.088896,48.27586207,48.27586207,48.27586207,0,0,Large Change (>15%),No Change
000:00:41.717000,14.7.csv,Audio File 14.mp3,0.357883719,-0.129603197,Blue,Audio File 14,117.4538352,34.31385256,138.6149913,-0.340909091,0.265133605,-28.49530194,41.717,-60.75198374,60.75198374,-198.4955795,-34.09090909,34.09090909,34.09090909,-0.787315407,0.787315407,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:42.490000,14.8.csv,Audio File 14.mp3,0.201790242,-0.217260827,Blue,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.28633044,0,42.49,0,0,36.86326254,0,0,0,-0.08765763,0.08765763,Small Change (0-5%),No Change
000:00:42.565000,14.7.csv,Audio File 14.mp3,0.397849462,0.085450566,Green,Audio File 14,139.6748311,12.82929794,124.8608338,0.189189189,0.201670016,296.2799447,42.565,22.22099585,22.22099585,3950.399263,18.91891892,18.91891892,18.91891892,0.302711393,0.302711393,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:43.337000,14.8.csv,Audio File 14.mp3,0.245770166,0.100946862,Green,Audio File 14,139.6748311,12.82929794,132.2678325,0,0.151485659,0,43.337,0,0,-383.7823118,0,0,0,0.015496296,0.015496296,Small Change (0-5%),No Change
000:00:45.699000,14.13.csv,Audio File 14.mp3,0.047966185,0.56432247,Green,Audio File 14,178.205819,22.24587623,152.5184937,0.275862069,0.115200177,16.31286532,45.699,38.53098788,38.53098788,6.906378205,27.5862069,27.5862069,27.5862069,0.463375608,0.463375608,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:46.432000,14.18.csv,Audio File 14.mp3,0.144442161,0.552229299,Green,Audio File 14,178.205819,22.24587623,165.3621563,0,0.125793324,0,46.432,0,0,-22.25493222,0,0,0,-0.012093171,0.012093171,Small Change (0-5%),No Change
000:00:50.334000,14.16.csv,Audio File 14.mp3,-0.060639749,0.664864319,Yellow,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.167480975,-15.5694474,50.334,-60.75198374,60.75198374,-3.990119784,-34.09090909,34.09090909,34.09090909,0.112635019,0.112635019,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:51.989000,14.12.csv,Audio File 14.mp3,-0.097274319,0.523430858,Yellow,Audio File 14,178.205819,35.07517417,157.9551577,0.517241379,0.19288127,36.70814727,51.989,60.75198374,60.75198374,31.5876705,51.72413793,51.72413793,51.72413793,-0.141433461,0.141433461,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:52.388000,14.4.csv,Audio File 14.mp3,-0.151612903,0.730774194,Yellow,Audio File 14,178.205819,35.07517417,157.9551577,0,0.222057796,0,52.388,0,0,-92.00036911,0,0,0,0.207343336,0.207343336,Small Change (0-5%),No Change
000:00:52.902000,14.12.csv,Audio File 14.mp3,-0.004751188,0.623455864,Yellow,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.222057796,-118.1945209,52.902,-60.75198374,60.75198374,-229.9504298,-34.09090909,34.09090909,34.09090909,-0.10731833,0.10731833,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:52.915000,14.3.csv,Audio File 14.mp3,-0.051663015,0.627598739,Yellow,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.232942982,0,52.915,0,0,9091.886222,0,0,0,0.004142875,0.004142875,Small Change (0-5%),No Change
000:00:55.500000,14.9.csv,Audio File 14.mp3,0.000695733,0.282003711,Green,Audio File 14,114.84375,1.506933409,116.5838068,-0.022222222,0.163232301,-1.00970415,55.5,-2.610085227,2.610085227,-0.390601218,-2.222222222,2.222222222,2.222222222,-0.345595028,0.345595028,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:00:55.708000,14.5.csv,Audio File 14.mp3,0.277419355,0.369483871,Green,Audio File 14,172.265625,32.42534135,134.8544034,0.5,0.169362047,276.0667067,55.708,57.421875,57.421875,1332.098129,50,50,50,0.08748016,0.08748016,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:56.516000,14.18.csv,Audio File 14.mp3,0.152660777,0.691945757,Green,Audio File 14,178.205819,34.99359326,155.1050647,0.034482759,0.159661659,7.351725205,56.516,5.940193966,5.940193966,-332.5680464,3.448275862,3.448275862,3.448275862,0.322461886,0.322461886,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:01:01.611000,14.6.csv,Audio File 14.mp3,0.642734267,0.302217433,Green,Audio File 14,178.205819,3.429572585,176.2257543,0,0.161840156,0,61.611,0,0,-1.442929383,0,0,0,-0.389728324,0.389728324,Small Change (0-5%),No Change
000:01:03.516000,14.2.csv,Audio File 14.mp3,-0.116883117,0.667207792,Yellow,Audio File 14,143.5546875,20.00584008,166.6554418,-0.194444444,0.12170552,-18.18957032,63.516,-34.65113147,34.65113147,-9.548330878,-19.44444444,19.44444444,19.44444444,0.364990359,0.364990359,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:04.613000,14.2.csv,Audio File 14.mp3,-0.220779221,0.681818182,Yellow,Audio File 14,117.4538352,30.47610794,146.4047806,-0.181818182,0.115889236,-23.79293735,64.613,-26.10085227,26.10085227,-5.107900662,-18.18181818,18.18181818,18.18181818,0.01461039,0.01461039,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:04.632000,14.17.csv,Audio File 14.mp3,0.202132498,0.587380194,Green,Audio File 14,117.4538352,15.06933409,126.1541193,0,0.149219415,0,64.632,0,0,1252.259861,0,0,0,-0.094437987,0.094437987,Small Change (0-5%),No Change
000:01:05.085000,14.4.csv,Audio File 14.mp3,-0.425806452,0.692064516,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.10920504,0,65.085,0,0,0,0,0,0,0.104684322,0.104684322,Small Change (0-5%),No Change
000:01:09.609000,14.1.csv,Audio File 14.mp3,-0.000735526,0.659010192,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.03981726,0,69.609,0,0,0,0,0,0,-0.033054324,0.033054324,Small Change (0-5%),No Change
000:01:12.253000,14.8.csv,Audio File 14.mp3,0.263685518,0.300150049,Green,Audio File 14,120.1853198,1.577023335,118.3643301,0.023255814,0.004441156,1.03308795,72.253,2.73148454,2.73148454,0.390729179,2.325581395,2.325581395,2.325581395,-0.358860143,0.358860143,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:01:12.925000,14.4.csv,Audio File 14.mp3,-0.335483871,0.795290323,Yellow,Audio File 14,132.5120192,8.022441783,123.3837247,0.102564103,0.026114576,18.34330277,72.925,12.32669946,12.32669946,25.75924825,10.25641026,10.25641026,10.25641026,0.495140273,0.495140273,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal
000:01:13.173000,14.20.csv,Audio File 14.mp3,0.196741165,0.380270836,Green,Audio File 14,132.5120192,7.116823253,128.4031194,0,0.044589784,0,73.173,0,0,-73.96493054,0,0,0,-0.415019487,0.415019487,Small Change (0-5%),No Change
000:01:13.303000,14.1.csv,Audio File 14.mp3,0.112745613,0.757780813,Green,Audio File 14,132.5120192,0,132.5120192,0,0.040148628,0,73.303,0,0,0,0,0,0,0.377509978,0.377509978,Small Change (0-5%),No Change
000:01:13.622000,14.16.csv,Audio File 14.mp3,-0.074115249,0.799619317,Yellow,Audio File 14,172.265625,22.95175499,145.7632212,0.3,0.070961597,124.6194538,73.622,39.75360577,39.75360577,390.6565951,30,30,30,0.041838504,0.041838504,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:13.881000,14.20.csv,Audio File 14.mp3,0.253990972,0.631289222,Green,Audio File 14,172.265625,22.95175499,159.0144231,0,0.100598911,0,73.881,0,0,-481.1561924,0,0,0,-0.168330096,0.168330096,Small Change (0-5%),No Change
